Gene	F_Hom	E_Hom	D_Hom	C_Wt	B_Wt	A_Wt
Gm10059	14	27	16	15	12	21
Gm10061	0	0	0	0	0	0
Gm10062	1	1	0	1	0	1
Gm10064	1	2	1	0	2	3
Gm10065	0	0	0	0	0	0
Gm10067	0	0	0	0	0	0
Gm10068	107	113	67	50	49	47
Gm10069	8	9	13	7	6	6
Gm10071	254	259	199	202	152	143
Gm10073	2186	1874	1844	1430	1660	1265
Gm10074	6	7	5	7	2	4
Gm10075	39	46	29	23	33	37
Gm10076	168	192	173	153	210	176
Gm10080	1085	950	1232	599	935	538
Gm10081	0	0	0	0	0	0
Gm10083	12	6	7	4	4	6
Gm10086	57	48	49	57	37	55
Gm10087	0	1	0	0	1	0
Gm10088	1	0	0	0	0	0
Gm10092	0	0	0	0	0	0
Gm10093	263	221	193	122	136	106
Gm10094	211	167	156	131	119	130
Gm10096	0	0	0	0	0	0
Gm10097	0	0	0	0	0	0
Gm10100	0	0	0	0	0	0
Gm10101	15	9	14	12	5	9
Gm10104	0	0	0	0	0	0
Gm10105	0	0	0	0	0	0
Gm10108	19	22	20	14	16	8
Gm10109	2	0	0	0	1	0
Gm10110	101	89	85	46	63	43
Gm10112	0	0	0	0	0	0
Gm10113	0	0	0	0	0	1
Gm10115	15	6	7	11	20	41
Gm10116	729	730	532	481	455	413
Gm10118	0	0	0	0	0	0
Gm10123	1114	1128	1065	557	711	539
Gm10125	41	33	34	28	22	30
Gm10126	3	0	2	1	1	6
Gm10128	0	2	0	0	0	1
Gm10130	5	10	2	4	5	4
Gm10131	97	79	80	44	35	45
Gm10132	103	119	81	91	78	64
Gm10134	19	39	27	16	30	14
Gm10135	0	0	0	0	0	0
Gm10136	241	174	158	122	82	102
Gm10138	45	51	44	31	33	41
Gm10139	0	0	0	0	0	0
Gm10142	0	0	0	0	0	0
Gm10143	0	1	0	0	1	0
Gm10145	57	44	55	22	16	19
Gm10146	59	44	43	39	34	39
Gm10147	0	0	0	0	0	0
Gm10153	0	0	0	0	0	0
Gm10154	168	167	93	103	77	97
Gm10155	136	130	110	94	76	109
Gm10156	81	91	88	73	41	41
Gm10157	148	129	112	81	72	71
Gm10160	0	0	0	0	1	0
Gm10161	0	0	0	0	0	0
Gm10163	257	269	199	181	172	207
Gm10167	284	274	217	196	179	164
Gm10169	46	37	33	38	52	32
Gm10171	4	4	4	2	2	2
Gm10172	0	0	0	0	0	0
Gm10175	238	212	184	150	114	109
Gm10176	0	0	0	0	0	0
Gm10177	108	94	81	58	58	59
Gm10179	35	40	22	18	19	7
Gm10180	94	106	91	95	70	70
Gm10181	0	0	0	0	0	0
Gm10182	59	55	58	36	27	27
Gm10184	115	139	136	57	58	40
Gm10188	0	0	0	0	0	0
Gm10190	1	0	1	1	0	2
Gm10192	0	0	0	0	0	0
Gm10193	21	18	11	9	7	8
Gm10197	0	0	0	0	0	0
Gm10198	0	0	0	0	0	0
Gm10203	0	0	0	0	0	0
Gm10205	0	0	0	0	0	0
Gm10212	0	0	0	0	0	0
Gm10217	0	0	0	0	0	0
Gm10220	0	0	0	0	0	0
Gm10221	326	296	314	207	210	140
Gm10222	2550	1819	1779	1470	1993	1761
Gm10224	29	29	22	15	11	15
Gm10226	15	28	16	4	5	8
Gm10228	0	0	0	0	0	0
Gm10229	0	0	0	0	0	0
Gm10230	0	0	0	0	0	0
Gm10231	208	177	150	104	117	104
Gm10232	116	96	99	55	54	58
Gm10233	57	77	41	40	23	33
Gm10234	0	0	0	0	0	0
Gm10237	5	2	2	5	4	4
Gm10238	0	0	0	0	1	0
Gm10240	281	233	188	157	157	171
Gm10241	43	51	40	33	30	26
Gm10242	0	0	0	0	0	0
Gm10243	129	158	84	96	90	96
Gm10244	8	4	4	1	2	4
Gm10247	19	33	18	24	24	25
Gm10248	0	0	0	0	0	0
Gm10250	545	441	454	335	315	292
Gm10251	0	0	0	0	0	0
Gm10254	111	98	117	58	42	35
Gm10256	0	0	0	1	0	0
Gm10257	50	67	28	23	16	23
Gm10258	0	1	0	0	4	6
Gm10259	74	112	99	48	30	17
Gm10260	215	220	138	130	88	98
Gm10263	27	31	24	31	38	28
Gm10264	0	0	1	0	0	1
Gm10267	0	0	0	0	0	0
Gm10268	36	35	29	16	17	26
Gm10269	274	232	252	148	150	149
Gm10271	0	0	0	0	0	0
Gm10272	0	0	0	0	0	0
Gm10273	87	93	62	39	42	45
Gm10275	767	615	567	372	364	329
Gm10277	0	0	1	0	0	0
Gm10282	67	79	70	43	34	38
Gm10283	0	0	0	0	0	0
Gm10284	100	105	109	73	58	57
Gm10286	2	0	0	3	0	3
Gm10287	0	0	0	0	0	2
Gm10288	781	643	685	447	424	362
Gm10291	45	66	46	39	34	50
Gm10292	0	0	0	0	0	0
Gm10293	87	119	100	76	74	67
Gm10295	0	0	0	0	0	0
Gm10298	1	0	0	0	0	0
Gm10300	3	2	3	1	0	1
Gm10302	0	0	0	0	1	0
Gm10306	0	0	0	0	0	0
Gm10307	12	25	16	12	7	12
Gm10308	0	0	0	0	0	0
Gm10309	3	10	5	3	7	4
Gm10310	0	0	0	0	0	0
Gm10311	11	11	11	5	7	4
Gm10312	0	0	0	0	0	0
Gm10313	16	17	14	11	17	14
Gm10318	0	0	0	0	0	0
Gm10319	0	0	0	0	0	0
Gm10320	158	109	144	88	97	80
Gm10322	0	0	1	0	0	0
Gm10323	0	0	0	0	0	0
Gm10324	0	0	0	0	1	0
Gm10327	24	42	31	18	21	18
Gm10330	0	0	0	0	0	0
Gm10334	0	0	0	0	0	0
Gm10335	318	304	251	211	170	170
Gm10337	1	0	0	0	0	0
Gm10338	0	0	0	0	0	0
Gm10339	0	0	0	1	0	0
Gm10340	0	1	2	1	1	0
Gm10343	18	18	14	14	17	28
Gm10349	22	27	13	8	13	7
Gm10351	0	0	0	0	0	0
Gm10352	0	0	0	0	0	0
Gm10354	1	0	0	0	0	0
Gm10355	8	5	6	3	5	0
Gm10356	19	17	19	13	23	12
Gm10357	13	23	13	9	5	6
Gm10358	101	126	79	54	64	57
Gm10359	235	250	324	116	158	128
Gm10360	0	0	0	0	0	0
Gm10364	4	7	6	8	6	12
Gm10369	12	3	4	4	4	1
Gm10371	16	9	19	9	11	9
Gm10373	0	2	2	0	0	0
Gm10375	0	0	0	0	0	0
Gm10376	0	0	0	0	0	0
Gm10377	0	0	0	0	0	0
Gm10378	0	0	0	0	0	0
Gm10382	2	0	1	0	1	0
Gm10384	19	19	27	13	3	10
Gm10390	0	1	2	0	2	0
Gm10392	3	1	1	0	1	2
Gm10398	0	0	0	0	0	0
Gm10399	6	8	8	3	2	3
Gm10401	0	0	0	0	0	0
Gm10406	1	2	1	2	0	1
Gm10408	0	0	0	0	0	0
Gm10409	0	1	1	1	1	0
Gm10410	0	0	0	0	0	0
Gm10413	0	0	0	0	0	0
Gm10418	0	0	0	2	1	0
Gm10419	4	3	1	0	2	5
Gm10420	519	430	428	346	296	293
Gm10421	1	3	0	2	2	2
Gm10424	0	0	0	0	0	0
Gm10425	2	2	1	1	0	0
Gm10428	0	0	0	0	0	0
Gm1043	0	0	0	0	0	0
Gm10433	9	6	6	4	6	8
Gm10434	5	8	1	0	1	0
Gm10435	5	8	0	2	6	6
Gm10436	0	0	0	0	0	0
Gm10439	0	0	0	0	0	0
Gm10443	121	116	82	111	94	70
Gm10444	0	0	0	0	0	0
Gm10447	1	0	2	0	3	0
Gm1045	1	2	0	0	1	0
Gm10451	9	14	11	5	10	7
Gm10466	0	0	0	0	0	0
Gm10471	0	0	0	0	0	0
Gm10474	0	0	0	1	0	0
Gm10475	0	0	0	0	0	0
Gm10476	1	0	0	0	0	0
Gm10477	0	0	0	0	0	0
Gm10478	13	17	19	22	19	28
Gm10479	2	2	5	2	1	0
Gm10480	294	269	200	128	158	161
Gm10481	68	50	57	54	25	30
Gm10482	0	0	0	0	1	1
Gm10486	0	0	1	0	0	0
Gm10487	0	0	0	0	0	0
Gm10488	0	0	0	0	0	0
Gm10489	2	0	1	1	1	0
Gm10490	1	0	0	0	0	0
Gm10491	0	0	0	0	0	0
Gm10493	0	0	1	0	0	0
Gm10499	32	29	19	17	19	14
Gm10501	31	26	29	20	16	15
Gm10505	16	12	8	12	11	7
Gm10509	12	10	14	7	3	5
Gm10516	63	69	67	41	45	62
Gm10517	2	0	0	0	0	4
Gm10518	0	0	0	0	0	0
Gm10521	19	15	12	13	7	8
Gm10524	58	60	72	61	55	44
Gm10530	0	0	0	0	0	0
Gm10532	0	0	0	2	0	0
Gm10535	1	0	0	0	0	0
Gm10538	0	0	0	0	0	0
Gm10540	8	8	5	6	1	4
Gm10542	0	0	0	0	0	0
Gm10544	24	8	10	16	13	12
Gm10545	0	0	0	0	0	0
Gm10548	23	24	15	20	12	8
Gm10549	6	4	10	2	1	1
Gm10550	0	0	0	0	0	0
Gm10552	1	6	6	4	1	1
Gm10553	0	0	0	0	0	0
Gm10556	0	0	0	0	0	0
Gm10557	73	92	57	33	48	26
Gm10558	0	0	0	0	0	0
Gm10561	41	25	30	27	10	14
Gm10563	1	2	3	0	1	1
Gm10564	0	0	0	0	1	0
Gm10566	26	30	27	14	23	17
Gm10570	1	0	0	0	1	1
Gm10571	1	0	0	1	2	6
Gm10575	36	34	44	30	17	30
Gm10577	0	0	0	0	0	0
Gm10580	0	1	0	0	0	0
Gm10581	0	0	0	0	0	1
Gm10582	0	5	0	0	0	0
Gm10583	0	0	1	0	0	0
Gm10591	43	49	23	26	19	14
Gm10593	2	2	0	0	1	3
Gm10600	3	2	2	1	6	1
Gm10601	1	0	1	0	1	1
Gm10602	9	9	9	6	4	5
Gm10603	8	7	7	4	9	2
Gm10604	0	1	0	0	0	0
Gm10605	4	4	10	4	5	4
Gm10608	0	1	0	0	0	0
Gm10610	0	0	0	1	0	0
Gm10612	0	3	2	2	2	0
Gm10614	3	3	2	2	1	5
Gm10615	11	7	8	4	4	6
Gm10617	3	0	7	2	6	3
Gm10619	0	0	0	1	0	0
Gm10620	0	0	0	0	0	0
Gm10629	0	1	0	0	0	0
Gm10631	0	0	0	0	0	0
Gm10634	0	0	0	0	0	0
Gm10637	0	0	0	0	0	0
Gm10638	28	30	52	48	24	13
Gm10639	2	4	4	3	6	3
Gm10640	2	2	3	0	0	0
Gm10642	12	21	10	8	10	10
Gm10643	57	36	56	29	39	49
Gm10644	27	29	12	8	13	20
Gm10645	2	1	0	3	3	1
Gm10647	0	1	0	1	0	0
Gm10649	1	3	2	0	2	1
Gm10650	0	0	0	0	0	0
Gm10651	11	16	10	4	2	8
Gm10653	7	10	9	10	7	7
Gm10654	1	1	1	0	0	3
Gm10655	0	1	3	1	0	1
Gm10658	5	5	3	3	6	3
Gm10660	0	0	0	0	0	0
Gm10662	0	0	0	0	0	0
Gm10663	0	0	0	0	0	0
Gm10665	0	0	0	0	0	0
Gm10666	0	0	0	0	0	0
Gm10668	0	0	0	0	0	0
Gm10670	0	0	0	0	0	0
Gm10676	32	35	34	23	25	25
Gm10678	0	0	0	0	0	0
Gm10679	0	0	0	0	0	0
Gm10680	0	0	0	0	0	0
Gm10681	0	0	0	0	0	0
Gm10684	0	0	0	1	0	0
Gm10687	142	150	130	134	114	122
Gm10689	27	15	21	29	15	23
Gm10693	3	5	2	0	0	1
Gm10696	0	0	0	0	2	0
Gm10697	1	0	0	1	0	1
Gm10698	241	198	191	116	103	113
Gm10699	22	17	12	7	25	16
Gm1070	3	8	13	5	3	3
Gm10701	0	0	0	0	0	0
Gm10702	10	4	7	4	4	7
Gm10704	127	133	105	86	67	59
Gm10705	21	21	16	9	8	7
Gm10706	1	2	2	0	1	0
Gm10709	46	69	61	59	42	39
Gm10710	6	5	2	4	1	1
Gm10712	74	64	48	61	42	56
Gm10714	0	1	0	0	0	1
Gm10715	0	0	1	1	0	0
Gm10717	0	0	1	1	1	3
Gm10718	1	0	0	0	0	1
Gm10719	1	1	0	0	1	0
Gm10720	0	0	0	0	1	0
Gm10721	0	0	1	0	0	0
Gm10722	1	0	2	1	1	0
Gm10729	6	1	2	3	0	4
Gm10731	0	1	0	0	0	0
Gm10735	6	3	3	4	3	0
Gm10736	198	213	157	160	154	118
Gm10750	0	0	0	0	0	0
Gm10754	0	0	0	0	0	0
Gm10762	94	73	85	47	45	61
Gm10767	24	26	17	9	13	14
Gm10770	0	0	0	0	0	0
Gm10772	0	0	0	0	0	0
Gm10774	0	0	0	0	0	0
Gm10775	0	0	0	1	0	2
Gm10778	12	19	17	13	21	6
Gm10780	0	0	0	0	0	0
Gm10782	0	0	0	0	0	0
Gm10784	16	17	4	11	9	2
Gm10785	8	1	7	5	3	6
Gm10787	0	0	0	0	0	0
Gm10794	0	0	0	0	0	0
Gm10797	0	0	1	2	1	0
Gm10799	0	0	0	0	0	0
Gm10800	6	2	5	2	6	3
Gm10801	0	0	0	0	2	0
Gm10803	0	1	0	0	0	0
Gm10804	0	0	0	0	0	1
Gm10805	0	0	0	0	0	0
Gm10807	0	0	0	0	0	0
Gm10812	2	3	2	2	1	0
Gm10813	0	0	0	0	0	0
Gm10814	7	9	3	4	1	6
Gm10819	90	79	62	53	71	42
Gm10822	3	3	0	1	0	1
Gm10825	2	1	1	3	0	0
Gm10827	2	1	0	0	0	2
Gm10830	0	0	1	0	0	0
Gm10837	0	0	0	0	0	0
Gm10840	0	1	0	0	0	0
Gm10842	0	0	0	0	0	0
Gm10845	0	0	0	1	0	0
Gm10849	2	2	1	2	0	2
Gm10855	0	2	1	1	5	1
Gm10860	0	0	0	0	0	0
Gm10863	7	4	6	5	7	4
Gm10872	0	7	10	9	3	4
Gm10874	0	0	0	1	0	0
Gm10912	2	0	0	0	1	0
Gm10913	1	6	3	4	3	2
Gm10916	21	31	8	20	16	18
Gm10921	0	0	0	0	0	0
Gm10922	0	0	0	0	0	0
Gm10923	2	3	2	3	4	4
Gm10925	26521	20462	19050	13104	15762	14992
Gm10935	0	0	0	0	0	0
Gm10936	0	0	0	0	0	0
Gm10941	6	5	3	2	6	6
Gm10944	0	0	0	0	0	0
Gm10945	0	0	0	0	0	0
Gm10959	0	0	0	0	0	0
Gm10961	0	0	0	0	0	0
Gm10964	0	0	1	0	0	0
Gm10972	0	0	0	0	0	0
Gm10974	0	0	0	0	0	0
Gm10985	0	0	0	0	0	0
Gm10999	0	0	0	0	0	0
Gm11007	38	42	37	18	13	19
Gm11008	5	13	4	7	4	9
Gm11009	0	0	0	0	0	0
Gm11011	0	0	0	0	0	0
Gm11020	0	0	0	0	0	0
Gm11025	9	11	9	4	5	2
Gm11027	0	0	0	1	0	0
Gm11032	0	0	0	0	0	0
Gm11033	0	0	0	0	0	0
Gm11034	0	0	0	0	0	0
Gm11037	1	2	1	1	0	0
Gm11042	0	0	0	0	0	0
Gm11060	0	0	0	0	0	0
Gm11065	0	0	0	0	0	0
Gm11077	0	0	0	0	0	0
Gm11084	0	0	0	0	0	0
Gm11096	0	0	0	0	0	0
Gm11099	0	0	0	0	0	0
Gm1110	0	0	0	0	0	0
Gm11100	0	2	0	0	0	3
Gm11105	0	0	0	0	0	0
Gm11107	0	0	0	0	0	0
Gm11109	0	0	0	0	0	0
Gm11110	29	23	22	6	15	6
Gm11111	0	0	0	0	0	0
Gm11114	0	0	0	0	0	0
Gm11115	0	0	0	0	0	0
Gm11116	0	0	0	0	0	0
Gm11127	18	27	22	25	12	10
Gm11128	8	8	7	8	4	7
Gm1113	0	0	0	0	0	0
Gm11131	154	156	195	93	113	83
Gm11143	0	0	0	0	0	0
Gm11146	0	0	0	0	0	0
Gm11149	0	0	1	0	0	0
Gm11168	0	1	0	0	0	0
Gm11172	0	0	0	0	1	0
Gm11175	3	1	5	4	5	5
Gm11184	0	0	0	0	0	0
Gm11185	17	23	8	15	10	12
Gm11186	0	0	1	0	0	0
Gm11187	0	0	0	0	0	0
Gm11188	0	0	0	0	0	0
Gm11189	16	21	9	12	6	6
Gm11190	0	0	0	0	0	0
Gm11191	3	1	2	2	4	0
Gm11192	0	0	0	0	0	0
Gm11193	0	0	0	0	0	0
Gm11195	0	1	0	0	0	0
Gm11196	7	4	4	4	1	8
Gm11197	0	0	2	1	1	0
Gm11198	0	3	1	0	1	0
Gm11199	1	1	0	0	0	1
Gm11200	0	0	0	0	0	0
Gm11201	1	0	0	0	0	0
Gm11203	0	0	0	0	0	1
Gm11204	12	4	5	8	5	2
Gm11205	1	2	3	1	1	0
Gm11207	1	0	0	0	0	0
Gm11209	0	3	1	1	1	0
Gm11210	0	1	0	1	1	2
Gm11211	0	0	0	0	0	0
Gm11212	0	0	0	0	0	0
Gm11213	0	0	0	0	0	0
Gm11214	0	1	0	2	0	1
Gm11216	0	0	0	0	0	0
Gm11217	0	0	0	0	0	0
Gm11218	0	1	0	0	0	0
Gm11219	0	0	0	0	0	0
Gm11220	0	0	0	0	0	0
Gm11221	40	35	29	45	23	33
Gm11222	33	18	25	14	13	10
Gm11223	185	224	237	110	106	93
Gm11224	125	99	95	75	54	57
Gm11225	48	40	31	25	31	17
Gm11226	72	74	53	42	35	21
Gm11227	1	2	0	0	0	0
Gm11228	0	0	0	0	0	0
Gm11229	11	8	10	7	13	5
Gm1123	1	4	0	3	0	0
Gm11231	0	1	0	0	0	1
Gm11232	0	0	0	0	2	1
Gm11233	0	0	0	0	0	0
Gm11234	0	0	0	0	0	0
Gm11235	16	13	16	19	19	13
Gm11236	0	0	0	0	0	0
Gm11237	0	0	0	0	0	0
Gm11238	0	0	0	0	0	0
Gm11239	0	0	0	0	0	0
Gm11240	0	1	1	0	0	0
Gm11241	11	4	3	4	3	2
Gm11242	1	0	1	0	0	0
Gm11243	0	0	0	0	4	0
Gm11244	0	0	0	0	0	0
Gm11245	1	4	1	2	2	1
Gm11246	31	40	47	12	20	13
Gm11247	0	0	0	0	0	0
Gm11248	1	0	0	1	0	2
Gm11249	330	322	333	250	268	217
Gm11250	0	0	0	0	0	0
Gm11251	2	5	4	4	5	0
Gm11252	0	0	0	0	0	0
Gm11253	0	1	0	0	1	0
Gm11254	0	0	0	0	0	0
Gm11255	0	1	1	1	0	0
Gm11256	0	0	0	0	0	0
Gm11257	0	0	0	0	0	0
Gm11258	0	0	1	0	1	0
Gm11259	1	0	2	1	0	0
Gm11260	0	0	1	0	0	0
Gm11261	0	1	2	1	1	0
Gm11262	0	0	0	0	0	0
Gm11263	258	185	196	154	148	143
Gm11264	0	0	1	0	0	0
Gm11266	31	21	31	22	40	33
Gm11267	0	0	0	0	0	0
Gm11268	0	0	0	0	0	0
Gm11269	0	0	0	0	0	0
Gm11270	0	0	1	0	0	0
Gm11271	0	1	0	0	0	0
Gm11273	0	0	0	0	0	0
Gm11274	6	18	2	6	4	10
Gm11278	0	0	0	0	0	0
Gm11279	0	0	0	0	0	0
Gm11280	0	1	1	0	0	0
Gm11281	8	11	8	11	3	4
Gm11282	0	0	0	0	0	0
Gm11284	0	0	0	0	0	1
Gm11285	2	2	2	0	0	1
Gm11290	0	0	0	0	0	0
Gm11291	0	0	0	0	0	0
Gm11292	0	0	0	0	0	0
Gm11295	0	2	1	2	0	0
Gm11298	1	3	3	0	3	2
Gm11300	0	0	0	0	0	0
Gm11307	2	4	4	3	4	1
Gm11309	0	0	0	0	0	0
Gm11313	0	1	0	0	1	0
Gm11314	0	0	0	0	0	0
Gm11318	0	0	0	0	0	0
Gm11320	0	0	0	0	0	0
Gm11321	0	0	0	0	0	0
Gm11322	0	0	0	0	0	0
Gm11325	0	0	0	0	0	0
Gm11331	0	0	0	0	0	0
Gm11333	0	0	0	0	0	0
Gm11334	0	0	0	0	0	0
Gm11335	3	4	8	2	4	0
Gm11336	4	20	16	0	2	3
Gm11337	0	0	0	0	0	0
Gm11338	1	0	2	0	0	0
Gm11339	0	0	0	0	0	0
Gm11340	1	0	0	0	1	0
Gm11341	0	0	0	0	0	0
Gm11342	2	1	3	4	3	1
Gm11343	0	0	1	3	2	1
Gm11344	0	2	0	2	0	0
Gm11345	3	0	0	0	2	1
Gm11346	49	39	45	33	36	18
Gm11348	0	0	0	0	0	0
Gm11349	28	22	17	18	14	22
Gm11350	0	0	0	0	0	0
Gm11351	0	0	0	0	0	0
Gm11352	0	0	0	0	0	0
Gm11353	304	340	316	334	300	292
Gm11354	0	0	0	0	0	0
Gm11355	0	0	0	0	0	0
Gm11356	0	0	0	0	0	0
Gm11357	0	0	0	0	0	0
Gm11358	0	0	0	0	0	0
Gm11359	0	0	0	0	0	0
Gm11360	0	0	0	0	0	0
Gm11361	305	261	318	224	189	151
Gm11362	20	28	7	3	14	9
Gm11363	1	2	0	2	0	0
Gm11364	0	0	0	0	0	0
Gm11365	0	0	0	0	0	1
Gm11366	0	1	0	0	0	0
Gm11367	0	0	1	0	0	0
Gm11368	0	0	0	0	0	0
Gm11369	0	0	0	0	0	0
Gm11370	0	0	0	0	0	0
Gm11371	0	0	0	0	0	0
Gm11372	0	0	0	0	0	0
Gm11373	0	0	0	0	0	0
Gm11374	0	0	0	0	0	0
Gm11375	0	0	0	0	0	0
Gm11376	0	0	0	0	0	0
Gm11377	0	4	0	3	1	3
Gm11378	1	3	4	1	1	0
Gm11379	1	0	0	0	0	0
Gm11380	2	1	0	0	0	0
Gm11381	0	0	0	0	0	0
Gm11382	1	0	0	0	0	0
Gm11383	0	0	0	0	0	0
Gm11384	2	0	0	0	0	0
Gm11385	0	0	0	0	0	0
Gm11386	0	0	0	0	0	0
Gm11387	0	0	0	0	0	0
Gm11388	0	0	0	0	0	0
Gm11389	0	0	0	0	0	0
Gm11392	0	0	0	0	0	0
Gm11393	0	0	0	0	0	0
Gm11394	0	0	0	0	0	0
Gm11395	0	0	0	0	0	0
Gm11397	0	0	0	0	0	0
Gm11398	0	0	0	0	0	0
Gm11399	2	2	4	1	6	8
Gm1140	0	0	0	0	0	0
Gm11400	410	425	293	205	182	160
Gm11401	14	9	10	8	8	5
Gm11402	0	0	0	0	0	0
Gm11403	0	0	0	0	0	0
Gm11404	0	0	1	0	0	0
Gm11405	26	40	27	14	12	9
Gm11406	0	0	0	0	0	0
Gm11407	118	99	82	81	89	113
Gm11408	3	0	0	1	0	1
Gm11409	0	0	0	0	0	0
Gm1141	3	1	1	0	1	1
Gm11410	28	29	18	30	52	48
Gm11411	0	0	0	0	0	0
Gm11412	0	1	1	0	0	1
Gm11413	3	4	3	2	2	0
Gm11414	0	0	0	0	0	0
Gm11415	0	0	5	0	0	0
Gm11416	0	0	0	1	0	0
Gm11417	0	0	0	0	0	0
Gm11418	0	0	0	0	0	0
Gm11419	0	0	0	0	0	0
Gm11420	0	0	0	0	0	0
Gm11421	0	0	0	0	0	0
Gm11422	0	0	0	0	0	0
Gm11423	36	30	34	28	30	32
Gm11424	1	0	0	2	0	2
Gm11425	196	176	131	99	83	80
Gm11426	0	0	0	0	0	1
Gm11427	22	26	45	17	16	10
Gm11429	0	0	0	0	0	0
Gm11430	0	0	0	0	0	0
Gm11431	0	0	0	0	0	1
Gm11432	0	0	0	0	0	0
Gm11433	0	0	0	0	0	0
Gm11434	13	9	13	10	9	3
Gm11437	0	0	0	0	0	0
Gm11438	0	3	0	0	0	0
Gm11439	1	0	0	0	0	0
Gm11440	0	1	3	0	2	1
Gm11443	1	1	0	1	0	1
Gm11444	0	0	0	0	0	0
Gm11445	7	1	2	0	1	3
Gm11446	0	0	0	0	0	0
Gm11447	0	0	1	0	0	0
Gm11448	18	16	11	3	11	6
Gm11449	15	20	14	13	7	20
Gm11450	1	2	1	3	3	1
Gm11451	35	29	35	24	11	22
Gm11452	1	2	1	3	1	1
Gm11453	0	2	1	3	1	2
Gm11454	0	0	2	0	0	2
Gm11455	1	0	1	0	0	0
Gm11456	0	1	1	0	0	0
Gm11457	0	1	1	0	0	0
Gm11459	0	0	0	0	1	0
Gm11460	34	34	21	22	20	16
Gm11461	0	0	0	0	0	0
Gm11462	2	4	4	3	3	3
Gm11463	0	1	0	0	0	0
Gm11464	1	1	6	0	0	1
Gm11465	0	1	3	1	2	0
Gm11466	0	0	0	0	0	0
Gm11467	0	0	0	0	0	0
Gm11468	1	0	0	1	1	0
Gm11469	0	1	0	0	2	1
Gm11470	26	36	33	20	23	11
Gm11471	0	0	0	0	0	0
Gm11472	5	6	1	1	2	6
Gm11473	1	1	0	2	0	0
Gm11474	9	8	7	9	8	7
Gm11475	0	1	0	0	0	1
Gm11476	26	25	12	6	13	14
Gm11478	2640	2262	2252	1618	1799	1375
Gm11479	0	0	0	0	0	0
Gm11480	0	0	0	0	0	0
Gm11481	0	0	0	0	0	0
Gm11482	0	0	0	0	0	0
Gm11483	0	1	2	1	4	0
Gm11484	0	0	0	0	0	1
Gm11485	1	0	1	1	0	0
Gm11486	0	0	0	0	0	0
Gm11487	0	0	0	0	0	0
Gm11488	75	88	68	46	39	29
Gm11489	0	0	0	0	0	0
Gm11490	0	0	0	0	0	0
Gm11491	2	0	0	0	0	0
Gm11492	0	0	0	0	0	0
Gm11493	0	0	0	0	0	0
Gm11494	0	0	0	0	0	0
Gm11496	3	5	12	4	1	8
Gm11497	0	0	0	0	0	0
Gm11498	0	0	0	0	0	0
Gm11499	0	0	0	0	0	0
Gm11500	0	0	0	1	1	0
Gm11501	3	3	1	0	1	1
Gm11502	2	5	4	5	3	1
Gm11504	0	0	0	0	0	0
Gm11505	0	0	0	0	0	0
Gm11506	0	0	0	0	0	0
Gm11507	28	22	22	9	16	3
Gm11508	0	0	1	0	0	0
Gm11509	0	0	0	1	0	0
Gm11510	28	14	27	24	36	37
Gm11511	1	0	0	0	2	1
Gm11512	11	12	10	14	26	23
Gm11513	0	0	0	0	0	0
Gm11514	0	0	0	0	1	0
Gm11515	1	0	0	0	0	0
Gm11516	20	17	12	9	11	6
Gm11517	26	19	14	18	26	15
Gm11518	193	182	148	152	139	120
Gm11520	3	3	2	1	0	1
Gm11521	1	0	0	0	0	0
Gm11522	0	0	0	0	0	0
Gm11523	0	0	0	0	0	0
Gm11524	3	0	1	1	1	0
Gm11525	1	2	5	0	1	3
Gm11527	0	0	0	0	0	0
Gm11528	0	0	0	0	0	0
Gm11529	0	0	0	0	0	0
Gm11531	2	4	3	15	8	6
Gm11532	2	3	3	4	2	4
Gm11533	1	3	0	4	7	3
Gm11534	2	1	0	0	0	1
Gm11535	0	0	0	0	0	0
Gm11536	3	3	0	5	2	2
Gm11537	0	0	0	0	0	0
Gm11539	64	68	47	70	54	51
Gm11540	0	0	0	0	0	0
Gm11541	2	2	0	3	1	1
Gm11542	0	1	0	0	0	1
Gm11543	0	0	0	0	0	0
Gm11544	0	0	0	0	0	0
Gm11545	7	15	13	1	5	3
Gm11546	0	0	0	0	0	0
Gm11548	0	0	0	0	0	0
Gm11549	2	1	1	0	0	2
Gm11550	0	0	0	1	0	0
Gm11551	1	0	3	2	0	0
Gm11553	0	0	0	0	0	0
Gm11554	0	0	0	0	0	0
Gm11555	0	0	0	0	0	0
Gm11556	0	0	0	1	0	0
Gm11557	8	6	9	5	2	2
Gm11558	0	0	0	0	0	1
Gm11559	0	0	0	0	0	0
Gm11560	187	219	159	139	130	111
Gm11561	0	0	0	0	0	0
Gm11562	0	0	0	0	0	0
Gm11563	0	0	0	0	0	0
Gm11564	0	0	0	0	0	0
Gm11565	0	0	0	0	0	0
Gm11566	0	0	0	0	0	0
Gm11567	0	0	0	0	0	0
Gm11568	0	0	0	0	0	0
Gm11569	0	0	0	0	0	0
Gm11571	0	0	0	0	0	0
Gm11572	0	0	0	0	0	1
Gm11573	0	0	1	0	0	0
Gm11574	9	5	3	0	2	1
Gm11575	6	4	5	1	4	3
Gm11576	0	0	0	0	0	0
Gm11577	0	0	0	0	0	0
Gm11578	1	1	0	0	1	1
Gm11579	0	0	0	0	0	1
Gm11581	5	4	5	1	2	4
Gm11582	1	0	0	0	0	0
